GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,12 Mar 2000,Jordan Mugen Honda,DNF,0
Brazil,26 Mar 2000,Jordan Mugen Honda,4,3
San Marino,09 Apr 2000,Jordan Mugen Honda,DNF,0
Great Britain,23 Apr 2000,Jordan Mugen Honda,6,1
Spain,07 May 2000,Jordan Mugen Honda,12,0
Europe,21 May 2000,Jordan Mugen Honda,DNF,0
Monaco,04 Jun 2000,Jordan Mugen Honda,DNF,0
Canada,18 Jun 2000,Jordan Mugen Honda,6,1
France,02 Jul 2000,Jordan Mugen Honda,6,1
Austria,16 Jul 2000,Jordan Mugen Honda,DNF,0
Germany,30 Jul 2000,Jordan Mugen Honda,9,0
Hungary,13 Aug 2000,Jordan Mugen Honda,7,0
Belgium,27 Aug 2000,Jordan Mugen Honda,DNF,0
Italy,10 Sep 2000,Jordan Mugen Honda,DNF,0
United States,24 Sep 2000,Jordan Mugen Honda,DNF,0
Japan,08 Oct 2000,Jordan Mugen Honda,13,0
Malaysia,22 Oct 2000,Jordan Mugen Honda,12,0
