GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Austria,05 Jul 2020,Ferrari,10,1
Styria,12 Jul 2020,Ferrari,DNF,0
Hungary,19 Jul 2020,Ferrari,6,8
Great Britain,02 Aug 2020,Ferrari,10,1
70th Anniversary,09 Aug 2020,Ferrari,12,0
Spain,16 Aug 2020,Ferrari,7,6
Belgium,30 Aug 2020,Ferrari,13,0
Italy,06 Sep 2020,Ferrari,DNF,0
Tuscany,13 Sep 2020,Ferrari,10,1
Russia,27 Sep 2020,Ferrari,13,0
Eifel,11 Oct 2020,Ferrari,11,0
Portugal,25 Oct 2020,Ferrari,10,1
Emilia Romagna,01 Nov 2020,Ferrari,12,0
Turkey,15 Nov 2020,Ferrari,3,15
Bahrain,29 Nov 2020,Ferrari,13,0
Sakhir,06 Dec 2020,Ferrari,12,0
Abu Dhabi,13 Dec 2020,Ferrari,14,0
