GRAND PRIX,DATE,CAR,RACE POSITION,PTS
United States,11 Mar 1990,McLaren Honda,1,9
Brazil,25 Mar 1990,McLaren Honda,3,4
San Marino,13 May 1990,McLaren Honda,DNF,0
Monaco,27 May 1990,McLaren Honda,1,9
Canada,10 Jun 1990,McLaren Honda,1,9
Mexico,24 Jun 1990,McLaren Honda,DNF,0
France,08 Jul 1990,McLaren Honda,3,4
Great Britain,15 Jul 1990,McLaren Honda,3,4
Germany,29 Jul 1990,McLaren Honda,1,9
Hungary,12 Aug 1990,McLaren Honda,2,6
Belgium,26 Aug 1990,McLaren Honda,1,9
Italy,09 Sep 1990,McLaren Honda,1,9
Portugal,23 Sep 1990,McLaren Honda,2,6
Spain,30 Sep 1990,McLaren Honda,DNF,0
Australia,04 Nov 1990,McLaren Honda,DNF,0
