GRAND PRIX,DATE,PTS
Australia,04 Mar 2001,4
Malaysia,18 Mar 2001,0
Brazil,01 Apr 2001,4
San Marino,15 Apr 2001,0
Spain,29 Apr 2001,1
Austria,13 May 2001,3
Monaco,27 May 2001,0
Canada,10 Jun 2001,3
Europe,24 Jun 2001,0
France,01 Jul 2001,1
Great Britain,15 Jul 2001,3
Germany,29 Jul 2001,0
Hungary,19 Aug 2001,1
Italy,16 Sep 2001,0
United States,30 Sep 2001,1
Japan,14 Oct 2001,0
