GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,07 Mar 1999,McLaren Mercedes,DNF,0
Brazil,11 Apr 1999,McLaren Mercedes,DNF,0
San Marino,02 May 1999,McLaren Mercedes,2,6
Monaco,16 May 1999,McLaren Mercedes,DNF,0
Spain,30 May 1999,McLaren Mercedes,2,6
Canada,13 Jun 1999,McLaren Mercedes,7,0
France,27 Jun 1999,McLaren Mercedes,DNF,0
Great Britain,11 Jul 1999,McLaren Mercedes,1,10
Austria,25 Jul 1999,McLaren Mercedes,2,6
Germany,01 Aug 1999,McLaren Mercedes,5,2
Hungary,15 Aug 1999,McLaren Mercedes,2,6
Belgium,29 Aug 1999,McLaren Mercedes,1,10
Italy,12 Sep 1999,McLaren Mercedes,5,2
Europe,26 Sep 1999,McLaren Mercedes,DNF,0
Malaysia,17 Oct 1999,McLaren Mercedes,DNF,0
Japan,31 Oct 1999,McLaren Mercedes,DNF,0
