GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,26 Mar 2017,McLaren Honda,DNF,0
China,09 Apr 2017,McLaren Honda,DNF,0
Bahrain,16 Apr 2017,McLaren Honda,DNF,0
Russia,30 Apr 2017,McLaren Honda,DNS,0
Spain,14 May 2017,McLaren Honda,12,0
Canada,11 Jun 2017,McLaren Honda,DNF,0
Azerbaijan,25 Jun 2017,McLaren Honda,9,2
Austria,09 Jul 2017,McLaren Honda,DNF,0
Great Britain,16 Jul 2017,McLaren Honda,DNF,0
Hungary,30 Jul 2017,McLaren Honda,6,8
Belgium,27 Aug 2017,McLaren Honda,DNF,0
Italy,03 Sep 2017,McLaren Honda,DNF,0
Singapore,17 Sep 2017,McLaren Honda,DNF,0
Malaysia,01 Oct 2017,McLaren Honda,11,0
Japan,08 Oct 2017,McLaren Honda,11,0
United States,22 Oct 2017,McLaren Honda,DNF,0
Mexico,29 Oct 2017,McLaren Honda,10,1
Brazil,12 Nov 2017,McLaren Honda,8,4
Abu Dhabi,26 Nov 2017,McLaren Honda,9,2
