GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,10 Mar 1996,Williams Renault,1,10
Brazil,31 Mar 1996,Williams Renault,1,10
Argentina,07 Apr 1996,Williams Renault,1,10
Europe,28 Apr 1996,Williams Renault,4,3
San Marino,05 May 1996,Williams Renault,1,10
Monaco,19 May 1996,Williams Renault,DNF,0
Spain,02 Jun 1996,Williams Renault,DNF,0
Canada,16 Jun 1996,Williams Renault,1,10
France,30 Jun 1996,Williams Renault,1,10
Great Britain,14 Jul 1996,Williams Renault,DNF,0
Germany,28 Jul 1996,Williams Renault,1,10
Hungary,11 Aug 1996,Williams Renault,2,6
Belgium,25 Aug 1996,Williams Renault,5,2
Italy,08 Sep 1996,Williams Renault,DNF,0
Portugal,22 Sep 1996,Williams Renault,2,6
Japan,13 Oct 1996,Williams Renault,1,10
