GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,13 Jan 1980,Ligier Ford,DNF,0
Brazil,27 Jan 1980,Ligier Ford,4,3
South Africa,01 Mar 1980,Ligier Ford,3,4
USA West,30 Mar 1980,Ligier Ford,6,1
Belgium,04 May 1980,Ligier Ford,1,9
Monaco,18 May 1980,Ligier Ford,DNF,0
France,29 Jun 1980,Ligier Ford,2,6
Great Britain,13 Jul 1980,Ligier Ford,DNF,0
Germany,10 Aug 1980,Ligier Ford,DNF,0
Austria,17 Aug 1980,Ligier Ford,DNF,0
Netherlands,31 Aug 1980,Ligier Ford,DNF,0
Italy,14 Sep 1980,Ligier Ford,6,1
Canada,28 Sep 1980,Ligier Ford,3,4
USA East,05 Oct 1980,Ligier Ford,3,4
