GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,15 Mar 2015,Ferrari,3,15
Malaysia,29 Mar 2015,Ferrari,1,25
China,12 Apr 2015,Ferrari,3,15
Bahrain,19 Apr 2015,Ferrari,5,10
Spain,10 May 2015,Ferrari,3,15
Monaco,24 May 2015,Ferrari,2,18
Canada,07 Jun 2015,Ferrari,5,10
Austria,21 Jun 2015,Ferrari,4,12
Great Britain,05 Jul 2015,Ferrari,3,15
Hungary,26 Jul 2015,Ferrari,1,25
Belgium,23 Aug 2015,Ferrari,DNF,0
Italy,06 Sep 2015,Ferrari,2,18
Singapore,20 Sep 2015,Ferrari,1,25
Japan,27 Sep 2015,Ferrari,3,15
Russia,11 Oct 2015,Ferrari,2,18
United States,25 Oct 2015,Ferrari,3,15
Mexico,01 Nov 2015,Ferrari,DNF,0
Brazil,15 Nov 2015,Ferrari,3,15
Abu Dhabi,29 Nov 2015,Ferrari,4,12
