GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,25 Mar 1984,Ferrari,DNF,0
South Africa,07 Apr 1984,Ferrari,DNF,0
Belgium,29 Apr 1984,Ferrari,1,9
San Marino,06 May 1984,Ferrari,DNF,0
France,20 May 1984,Ferrari,DNF,0
Monaco,03 Jun 1984,Ferrari,6,0.5
Canada,17 Jun 1984,Ferrari,DNF,0
Detroit,24 Jun 1984,Ferrari,DNF,0
Dallas,08 Jul 1984,Ferrari,DNF,0
Great Britain,22 Jul 1984,Ferrari,5,2
Germany,05 Aug 1984,Ferrari,DNF,0
Austria,19 Aug 1984,Ferrari,3,4
Netherlands,26 Aug 1984,Ferrari,DNF,0
Italy,09 Sep 1984,Ferrari,2,6
Europe,07 Oct 1984,Ferrari,2,6
Portugal,21 Oct 1984,Ferrari,4,3
