GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,25 Mar 1984,Williams Honda,2,6
South Africa,07 Apr 1984,Williams Honda,DNF,0
Belgium,29 Apr 1984,Williams Honda,DNF,3
San Marino,06 May 1984,Williams Honda,DNF,0
France,20 May 1984,Williams Honda,6,1
Monaco,03 Jun 1984,Williams Honda,4,1.5
Canada,17 Jun 1984,Williams Honda,DNF,0
Detroit,24 Jun 1984,Williams Honda,DNF,0
Dallas,08 Jul 1984,Williams Honda,1,9
Great Britain,22 Jul 1984,Williams Honda,DNF,0
Germany,05 Aug 1984,Williams Honda,DNF,0
Austria,19 Aug 1984,Williams Honda,DNF,0
Netherlands,26 Aug 1984,Williams Honda,DNF,0
Italy,09 Sep 1984,Williams Honda,DNF,0
Portugal,21 Oct 1984,Williams Honda,DNF,0
