GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,25 Mar 1984,Arrows Ford,6,1
South Africa,07 Apr 1984,Arrows Ford,9,0
Belgium,29 Apr 1984,Arrows BMW,DNF,0
San Marino,06 May 1984,Arrows Ford,5,2
France,20 May 1984,Arrows BMW,11,0
Canada,17 Jun 1984,Arrows BMW,DNF,0
Detroit,24 Jun 1984,Arrows BMW,DNF,0
Dallas,08 Jul 1984,Arrows BMW,DNF,0
Great Britain,22 Jul 1984,Arrows BMW,DNF,0
Germany,05 Aug 1984,Arrows BMW,DNF,0
Austria,19 Aug 1984,Arrows BMW,5,2
Netherlands,26 Aug 1984,Arrows BMW,DNF,0
Italy,09 Sep 1984,Arrows BMW,DNF,0
Europe,07 Oct 1984,Arrows BMW,DNF,0
Portugal,21 Oct 1984,Arrows BMW,DNF,0
