GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Malaysia,25 Mar 2012,HRT Cosworth,22,0
China,15 Apr 2012,HRT Cosworth,22,0
Bahrain,22 Apr 2012,HRT Cosworth,21,0
Spain,13 May 2012,HRT Cosworth,DNF,0
Monaco,27 May 2012,HRT Cosworth,15,0
Canada,10 Jun 2012,HRT Cosworth,DNF,0
Europe,24 Jun 2012,HRT Cosworth,18,0
Great Britain,08 Jul 2012,HRT Cosworth,21,0
Germany,22 Jul 2012,HRT Cosworth,23,0
Hungary,29 Jul 2012,HRT Cosworth,DNF,0
Belgium,02 Sep 2012,HRT Cosworth,DNF,0
Italy,09 Sep 2012,HRT Cosworth,19,0
Singapore,23 Sep 2012,HRT Cosworth,DNF,0
Japan,07 Oct 2012,HRT Cosworth,DNF,0
South Korea,14 Oct 2012,HRT Cosworth,20,0
India,28 Oct 2012,HRT Cosworth,21,0
Abu Dhabi,04 Nov 2012,HRT Cosworth,DNF,0
United States,18 Nov 2012,HRT Cosworth,22,0
Brazil,25 Nov 2012,HRT Cosworth,18,0
