GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,07 Apr 1985,Williams Honda,DNF,0
Portugal,21 Apr 1985,Williams Honda,DNF,0
San Marino,05 May 1985,Williams Honda,DNF,0
Monaco,19 May 1985,Williams Honda,8,0
Canada,16 Jun 1985,Williams Honda,4,3
Detroit,23 Jun 1985,Williams Honda,1,9
France,07 Jul 1985,Williams Honda,2,6
Great Britain,21 Jul 1985,Williams Honda,DNF,0
Germany,04 Aug 1985,Williams Honda,DNF,0
Austria,18 Aug 1985,Williams Honda,DNF,0
Netherlands,25 Aug 1985,Williams Honda,DNF,0
Italy,08 Sep 1985,Williams Honda,DNF,0
Belgium,15 Sep 1985,Williams Honda,4,3
Europe,06 Oct 1985,Williams Honda,3,4
South Africa,19 Oct 1985,Williams Honda,2,6
Australia,03 Nov 1985,Williams Honda,1,9
