GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,26 Mar 1995,Ferrari,3,4
Argentina,09 Apr 1995,Ferrari,6,1
San Marino,30 Apr 1995,Ferrari,3,4
Spain,14 May 1995,Ferrari,3,4
Monaco,28 May 1995,Ferrari,3,4
Canada,11 Jun 1995,Ferrari,DNF,0
France,02 Jul 1995,Ferrari,12,0
Great Britain,16 Jul 1995,Ferrari,DNF,0
Germany,30 Jul 1995,Ferrari,3,4
Hungary,13 Aug 1995,Ferrari,3,4
Belgium,27 Aug 1995,Ferrari,DNF,0
Italy,10 Sep 1995,Ferrari,DNF,0
Portugal,24 Sep 1995,Ferrari,4,3
Europe,01 Oct 1995,Ferrari,DNF,0
Pacific,22 Oct 1995,Ferrari,4,3
Japan,29 Oct 1995,Ferrari,DNF,0
Australia,12 Nov 1995,Ferrari,DNF,0
